filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20230513_165003143_BURST0001_COVER_jpg.rf.1d98fed37b1d034fb32b5b902945e9ae.jpg,640,640,cola,239,152,338,419
IMG_20230513_165523462_BURST0002_jpg.rf.9c728194b40ce5a7b848879f1ae51da8.jpg,640,640,cola,203,113,308,399
IMG_20230513_165340889_BURST0011_jpg.rf.326a3f0714d2575b259226374b226965.jpg,640,640,cola,228,43,362,457
IMG_20230513_165245740_BURST0001_COVER_jpg.rf.26754927c67ab8cbe8ae463b3b5ae092.jpg,640,640,cola,268,142,363,392
IMG_20230513_165327174_BURST0003_jpg.rf.61f6c3c36951a51a2b75ae619addcf76.jpg,640,640,cola,281,229,396,538
IMG_20230106_171449_Burst09_jpg.rf.5e4e077dd89e98243892671b65f2f70b.jpg,640,640,cola,218,133,378,555
IMG_20230513_165556202_BURST0001_COVER_jpg.rf.4ba2e4db382793e161aac1a3b1197b10.jpg,640,640,cola,215,105,317,408
IMG_20230106_172357_Burst09_jpg.rf.1ea19511fd7cfedbc4436f37532600d7.jpg,640,640,cola,250,122,453,616
IMG_20230513_165556202_BURST0013_jpg.rf.a8b9515136ac03501316879b6a4e11b5.jpg,640,640,cola,278,40,412,393
IMG_20230106_171219_Burst16_jpg.rf.7b6dffd88b6c1763e01ed3c6f3751bc0.jpg,640,640,cola,224,126,374,607
IMG_20230106_171449_Burst15_jpg.rf.020d57f62f05d78aab2b5a824940323e.jpg,640,640,cola,172,93,367,559
IMG_20230106_171723_Burst06_jpg.rf.a738e3286bf9f622cd74ae987e5ed37e.jpg,640,640,cola,269,182,395,590
IMG_20230513_165327174_BURST0012_jpg.rf.bfde93dbc79b5d4606a8e855087fd4d3.jpg,640,640,cola,270,223,378,536
IMG_20230513_164838321_BURST0004_jpg.rf.c399c3a9a942335ec22679b17e139306.jpg,640,640,cola,234,157,418,517
IMG_20230106_172228_Burst18_jpg.rf.a0faf7910e25a102361096ccf20efda8.jpg,640,640,cola,254,141,389,582
IMG_20230106_172357_Burst07_jpg.rf.fee31e453d6ca8927f24b1cda631ff29.jpg,640,640,cola,282,60,428,502
IMG_20230513_164838321_BURST0009_jpg.rf.76ad85711ae89f6943031020b0207ff5.jpg,640,640,cola,269,133,390,480
IMG_20230106_172357_Burst10_jpg.rf.9de298f80aed51ebef10eb7303e75136.jpg,640,640,cola,270,165,401,571
IMG_20230513_165523462_BURST0001_COVER_jpg.rf.16d963d633193061adfc178f8b741a60.jpg,640,640,cola,186,89,377,432
IMG_20230513_165127291_BURST0013_jpg.rf.7a831215b06f63bf8d3b8dbe49e64de1.jpg,640,640,cola,246,223,405,543
IMG_20230106_172130_Burst18_jpg.rf.91dd8160d6c1ad8ab11a4555ac79b9d3.jpg,640,640,cola,208,4,446,488
IMG_20230513_165127291_BURST0011_jpg.rf.2c0c17560e8cfcc7d91a0b81693cc81d.jpg,640,640,cola,265,103,402,422
IMG_20230513_165245740_BURST0004_jpg.rf.aa4e3848f0a820e6a7a360f0b60e9509.jpg,640,640,cola,276,119,434,417
IMG_20230106_172138_Burst08_jpg.rf.fff6a559c00e52da148c0ee3608c0b1b.jpg,640,640,cola,230,48,463,516
IMG_20230513_164905242_BURST0010_jpg.rf.494a09687f3f1643c3f2c73f7d59b23e.jpg,640,640,cola,266,195,407,462
IMG_20230513_164838321_BURST0010_jpg.rf.3ea05b99b12ac25edae3fc0917698bbe.jpg,640,640,cola,272,132,397,489
IMG_20230106_172130_Burst12_jpg.rf.7935e903f1ecff2bce48ea4a92298092.jpg,640,640,cola,191,165,407,624
